route_id,route_short_name,route_long_name,route_type
694,694,HORTOLANDIA (BOA ESPERANCA) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
695,695,HORTOLANDIA (JARDIM SANTIAGO) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
696,696,HORTOLANDIA (PARQUE DO HORTO) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
697,697,HORTOLANDIA (TERMINAL METROPOLITANO HORTOLANDIA) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
698,698,HORTOLANDIA (TERMINAL METROPOLITANO HORTOLANDIA) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
699,699,HORTOLANDIA (NOVA HORTOLANDIA) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
700,700,HORTOLANDIA (JARDIM AMANDA) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
701,701,HORTOLANDIA (JARDIM AMANDA) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
702,702,HORTOLANDIA (PARQUE ORESTE ONGARO) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
703,703,HORTOLANDIA (JARDIM NOVO CAMBUI) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
704,704,HORTOLANDIA (SUMAREZINHO) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
705,705,HORTOLANDIA (JARDIM ROSOLEM) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
706,706,HORTOLANDIA (CHACARA ASSAY) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
707,707,HORTOLANDIA (JARDIM NOVA AMERICA) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
708,708,MONTE MOR (TERMINAL RODOVIARIO VEREADOR GERALDO BENINI) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
708BI1,708BI1,MONTE MOR (JARDIM SAO SEBASTIAO) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
708BI2,708BI2,MONTE MOR (JARDIM PAULISTA) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
709,709,MONTE MOR (TERMINAL RODOVIARIO DE MONTE MOR) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
709EX1,709EX1,MONTE MOR (JARDIM CAPUAVINHA) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
714,714,JAGUARIUNA (DISTRITO INDUSTRIAL) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
715,715,JAGUARIUNA (VARGEAO) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
719,719,JAGUARIUNA (TERMINAL RODOVIARIO DE JAGUARIUNA) - SANTO ANTONIO DE POSSE (JARDIM SAO JUDAS),3
724,724,VINHEDO (TERMINAL RODOVIARIO DE VINHEDO) - CAMPINAS (UNICAMP),3
727,727,VINHEDO (TERMINAL RODOVIARIO DE VINHEDO) - CAMPINAS (JARDIM CAMPINEIRO),3
727EX1,727EX1,VINHEDO (TERMINAL RODOVIARIO DE VINHEDO) - CAMPINAS (SHOPPING PARQUE DOM PEDRO I),3
734,734,SANTO ANTONIO DE POSSE (CENTRO) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
736,736,ARTUR NOGUEIRA (CORACAO CRIANCA) - HOLAMBRA (PORTAL TURISTICO DE HOLAMBRA),3
736VP1,736VP1,ARTUR NOGUEIRA (CORACAO CRIANCA) - HOLAMBRA (CENTRO),3
737,737,COSMOPOLIS (TERMINAL RODOVIARIO DE COSMOPOLIS) - HOLAMBRA (CENTRO),3
739,739,HORTOLANDIA (TERMINAL METROPOLITANO DE HORTOLANDIA) - CAMPINAS (CAMPINAS SHOPPING CENTER),3
740,740,SUMARE (JARDIM JOAO PAULO II) - CAMPINAS (CAMPINAS SHOPPING CENTER),3
741,741,HORTOLANDIA (TERMINAL METROPOLITANO HORTOLANDIA) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
742,742,HORTOLANDIA (TERMINAL METROPOLITANO DE HORTOLANDIA) - CAMPINAS (TERMINAL CAMPO GRANDE),3
744,744,COSMOPOLIS (TERMINAL RODOVIARIO DE COSMOPOLIS) - CAMPINAS (TERMINAL METROPOLITANO PREFEITO MAGALHAES TEIXEIRA),3
745,745,HORTOLANDIA (TERMINAL METROPOLITANO DE HORTOLANDIA) - MONTE MOR (TERMINAL RODOVIARIO DE MONTE MOR),3
746,746,HORTOLANDIA (TERMINAL METROPOLITANO HORTOLANDIA) - CAMPINAS (UNICAMP),3
749,749,SUMARE (TERMINAL RODOVIARIO DE SUMARE) - AMERICANA (TERMINAL METROPOLITANO DE AMERICANA),3
750,750,SANTA BARBARA D OESTE (RODOTERMINAL DE SANTA BARBARA D OESTE) - AMERICANA ( TERMINAL METROPOLITANO DE AMERICANA),3
751,751,SUMARE (CEPAP) - HORTOLANDIA (JARDIM AMANDA),3
752,752,HORTOLANDIA (NOVA AMERICA) - SUMARE (CECAP),3
755,755,SUMARE (CECAP) - HORTOLANDIA (JARDIM MINDA),3
756,756,SUMARE (CECAP) - NOVA ODESSA (MARAJUARA),3
758,758,ITATIBA (TERMINAL RODOVIARIO ELIAS BAPTISTA ALVES) - MORUNGABA (BAIRRO BUENOPOLIS),3
800,800,MOGI DAS CRUZES (TERMINAL RODOVIARIO GERALDO SCAVONE) - GUARULHOS (AEROPORTO INTERNACIONAL DE SAO PAULO),3
802,802,GUARULHOS (TERMINAL METROPOLITANO TABOAO) - SAO PAULO (METRO TUCURUVI),3
806,806,ITAPECERICA DA SERRA (JARDIM MONTEZANO) - ITAPECERICA DA SERRA (JARDIM DAS OLIVEIRAS),3
807,807,ARUJA (PARQUE RODRIGO BARRETO) - SAO PAULO (METRO ARMENIA),3
808,808,JUQUITIBA (FAZENDA SAMA) - ITAPECERICA DA SERRA (VALO VELHO),3
809,809,BARUERI (ALDEIA DA SERRA) - SANTANA DE PARNAIBA (REFUGIO DOS BANDEIRANTES),3
810,810,SANTA ISABEL (JARDIM ELDORADO) - ARUJA (CENTRO),3
811,811,EMBU-GUACU (CHACARA FLORIDA) - ITAPECERICA DA SERRA (VALO VELHO),3
814,814,BARUERI (VALE DO SOL) - SANTANA DE PARNAIBA (RESIDENCIAL BURLE MARX),3
815,815,ITAPEVI (CIDADE DA SAUDE) - EMBU DAS ARTES (CENTRO),3
816,816,ARUJA (CENTRO) - SAO PAULO (METRO ARMENIA),3
818,818,BARUERI (ALPHAVILLE) - SAO PAULO (METRO ARMENIA),3
819,819,OSASCO (TERMINAL SANTA MARIA) - BARUERI (ALPHAVILLE 3 / BRADESCO),3
819EX1,819EX1,OSASCO (TERMINAL SANTA MARIA) - BARUERI (ALPHAVILLE 3 / BRADESCO),3
820,820,SANTA ISABEL (JARDIM ELDORADO) - SAO PAULO (METRO ARMENIA),3
821,821,BARUERI (18 DO FORTE) - COTIA (JARDIM ROSEMARY),3
822,822,MAIRIPORA (ESPACO PAULO AMAURY SERRALVO) - SAO PAULO (METRO PARADA INGLESA),3
823,823,OSASCO (RECANTO DAS ROSAS) - SAO PAULO (METRO VILA SONIA),3
824,824,PIRAPORA DO BOM JESUS (JARDIM BOM JESUS) - BARUERI (CENTRO),3
824EX1,824EX1,PIRAPORA DO BOM JESUS (PARQUE PAIOL) - BARUERI (CENTRO),3
825,825,SAO PAULO (SAO MIGUEL PAULISTA) - GUARULHOS (CENTRO),3
826,826,POA (TERMINAL RODOVIARIO PEDRO FAVA - CIDADE KEMEL) - GUARULHOS (CENTRO),3
827,827,SANTANA DE PARNAIBA (TERMINAL RODOVIARIO DA FAZENDINHA) - SAO PAULO (METRO PARAISO),3
828,828,JANDIRA (JARDIM NOSSA SENHORA DE FATIMA) - SANTANA DE PARNAIBA (TERMINAL RODOVIARIO ALPHAVILLE),3
829,829,ITAPECERICA DA SERRA (PARQUE PARAISO) - TABOAO DA SERRA (CENTRO),3
831,831,CARAPICUIBA (JARDIM PLANALTO) - BARUERI (ALPHAVILLE),3
833,833,ITAPEVI (COHAB) - SANTANA DE PARNAIBA (COLINAS DA ANHANGUERA),3
834,834,TABOAO DA SERRA (JARDIM SAINT MORITZ) - SAO PAULO (METRO CAMPO LIMPO),3
835,835,SAO PAULO (METRO VILA SONIA) - BARUERI (ALPHAVILLE/GREEN VALLEY),3
836,836,SUZANO (JARDIM BOA VISTA) - ITAQUAQUECETUBA ( ESTACAO CPTM ARACARE),3
838,838,SAO PAULO (METRO MORUMBI) - BARUERI (ALPHAVILLE / GREEN VALLEY),3
840,840,OSASCO (TERMINAL METROPOLITANO LUIZ BORTOLOSSO - KM 21) - SAO PAULO (METRO BUTANTA),3
841,841,EMBU DAS ARTES (JARDIM VALO VERDE) - SAO PAULO (METRO VILA SONIA),3
842,842,COTIA (MIRANTE DA MATA) - SAO PAULO (METRO MORUMBI),3
843,843,POA (JARDIM NOVA POA) - SUZANO (ESTACAO CPTM SUZANO),3
845,845,TABOAO DA SERRA (CONDOMINIO JOAO CANDIDO) - SAO PAULO (METRO CAMPO LIMPO),3
848,848,SUZANO (JARDIM CASA BRANCA) - MOGI DAS CRUZES (ESTACAO CPTM ESTUDANTES),3
850,850,OSASCO (TERMINAL METROPOLITANO LUIZ BORTOLOSSO - KM 21) - SAO PAULO (LAPA),3
850EX1,850EX1,OSASCO (TERMINAL METROPOLITANO  LUIZ BORTOLOSSO - KM 21) - SAO PAULO (LAPA),3
852,852,FRANCISCO MORATO (CENTRO) - SANTANA DE PARNAIBA (TERMINAL RODOVIARIO DA FAZENDINHA),3
855,855,DIADEMA (TABOAO) - SAO PAULO (JABAQUARA),3
860,860,ITAPEVI (COHAB/JARDIM PAULISTA) - OSASCO (VILA YARA),3
870,870,OSASCO (VILA YARA) - COTIA (TERMINAL METROPOLITANO DE COTIA),3
870EX1,870EX1,JANDIRA (CENTRO) - COTIA (TERMINAL METROPOLITANO DE COTIA),3
902,902,SAO VICENTE (CONJUNTO TANCREDO NEVES) - SANTOS (CENTRO),3
903,903,SAO VICENTE (JAPUI) - SANTOS (PRACA DOS ANDRADAS),3
905,905,PERUIBE (TERMINAL RODOVIARIO DE PERUIBE) - SAO VICENTE (TERMINAL BARREIROS),3
906,906,CUBATAO (FABRIL) - SANTOS (PONTA DA PRAIA),3
907,907,SAO VICENTE (CONJUNTO TANCREDO NEVES) - SANTOS (CENTRO),3
909,909,GUARUJA (FERRY BOAT) - CUBATAO (JARDIM CASQUEIRO),3
910,910,PERUIBE (TERMINAL RODOVIARIO DE PERUIBE) - SANTOS (TERMINAL RODOVIARIO DE SANTOS),3
911,911,PRAIA GRANDE (TERMINAL RODOVIARIO E URBANO TATICO FRANCISCO GOMES DA SILVA) - CUBATAO (USIMINAS),3
911DV1,911DV1,PRAIA GRANDE (TERMINAL RODOVIARIO E URBANO TATICO FRANCISCO GOMES DA SILVA) - CUBATAO (USIMINAS),3
912,912,PRAIA GRANDE (TERM. ROD. E URBANO TATICO FRANCISCO GOMES DA SILVA) - CUBATAO (USIMINAS),3
913,913,SAO VICENTE (PARQUE DAS BANDEIRAS GLEBA II) - CUBATAO (USIMINAS),3
914,914,SAO VICENTE (HUMAITA) - CUBATAO (USIMINAS),3
915,915,SAO VICENTE (NAUTICA III) - SANTOS (CANAL 4),3
917,917,CUBATAO (USIMINAS) - SANTOS (PONTA DA PRAIA),3
918,918,CUBATAO (JARDIM  CARAGUATA) - SANTOS (PONTA DA PRAIA),3
919,919,CUBATAO (JARDIM NOVA REPUBLICA) - SANTOS (PONTA DA PRAIA),3
921,921,ITANHAEM (TERMINAL RODOVIARIO DE ITANHAEM) - SANTOS (TERMINAL RODOVIARIO DE SANTOS),3
925,925,SAO VICENTE (NAUTICA III) - SANTOS (CENTRO),3
927,927,PRAIA GRANDE (JARDIM SAMAMBAIA) - SANTOS (PONTA DA PRAIA),3
928,928,SAO VICENTE (HUMAITA) - PRAIA GRANDE (TERMINAL RODOVIARIO E URBANO TUDE BASTOS),3
929,929,BERTIOGA (RIVIERA DE SAO LOURENCO) - GUARUJA (TERMINAL FERRY BOAT),3
930,930,GUARUJA (FERRY BOAT) - BERTIOGA (RIVIERA DE SAO LOURENCO),3
931,931,PRAIA GRANDE (JARDIM SAMAMBAIA) - SANTOS (PAQUETA),3
932,932,SAO VICENTE (PARQUE DAS BANDEIRAS GLEBA II) - SANTOS (PAQUETA),3
932DV1,932DV1,SAO VICENTE (PARQUE DA BANDEIRAS GLEBA II) - SANTOS (PAQUETA),3
933,933,SAO VICENTE (HUMAITA) - SANTOS (PAQUETA),3
933BI1,933BI1,SAO VICENTE (PARQUE CONTINENTAL) - SANTOS (PAQUETA),3
933DV1,933DV1,SAO VICENTE (HUMAITA) - SANTOS (PAQUETA),3
934,934,PRAIA GRANDE (TERMINAL RODOVIARIO E URBANO TATICO FRANCISCO GOMES DA SILVA) - SANTOS (PAQUETA),3
934EX1,934EX1,PRAIA GRANDE (TERMINAL RODOVIARIO E URBANO TATICO FRANCISCO GOMES DA SILVA) - SANTOS (PAQUETA),3
936,936,CUBATAO (COTA 200) - SANTOS (PONTA DA PRAIA),3
937,937,PRAIA GRANDE (TERM ROD. URB. TATICO FRANCISCO GOMES DA SILVA) - SAO VICENTE (TERMINAL BARREIROS),3
938,938,CUBATAO (VILA ESPERANCA) - SAO VICENTE (ITARARE),3
939,939,SAO VICENTE (PARQUE CONTINENTAL) - SANTOS (PAQUETA),3
939DV1,939DV1,SAO VICENTE (PARQUE CONTINENTAL) - SANTOS (PAQUETA),3
940,940,SAO VICENTE (HUMAITA) - SANTOS (PONTA DA PRAIA),3
941,941,PRAIA GRANDE (JARDIM MELVI) - SANTOS (CONJUNTO ATHIE JORGE CURY),3
942,942,SAO VICENTE (HUMAITA) - SANTOS (PONTA DA PRAIA),3
943,943,SAO VICENTE (PARQUE DAS BANDEIRAS GLEBA II) - SANTOS (PONTA DA PRAIA),3
944,944,SANTOS (JARDIM RADIO CLUBE) - SAO VICENTE (ESTACAO SAO VICENTE - VLT),3
945,945,SAO VICENTE (PARQUE DAS BANDEIRAS) - CUBATAO (USIMINAS),3
947,947,SAO VICENTE (HUMAITA) - SANTOS (PONTA DA PRAIA),3
948,948,SAO VICENTE (PARQUE DAS BANDEIRAS GLEBA II) - SANTOS (PONTA DA PRAIA),3
949,949,GUARUJA (FERRY BOAT) - SANTOS (CARUARA),3
949DV1,949DV1,GUARUJA (FERRY BOAT) - SANTOS (CARUARA),3
950,950,SAO VICENTE (PARQUE DAS BANDEIRAS GLEBA II) - CUBATAO (CENTRO),3
951,951,GUARUJA (CENTRO) - SANTOS (MONTE CABRAO),3
952,952,SAO VICENTE (NAUTICA III) - SANTOS (PONTA DA PRAIA),3
953,953,SAO VICENTE (TERMINAL BARREIROS) - SANTOS (TERMINAL PORTO),3
954,954,CUBATAO (RESIDENCIAL VALE VERDE) - SANTOS (PAQUETA),3
955,955,PERUIBE (TERMINAL RODOVIARIO DE PERUIBE) - PRAIA GRANDE (TERMINAL RODOVIARIO E URBANO TATICO FRANCISCO GOMES DA SILVA),3
956,956,SAO VICENTE (JOQUEI CLUB) - SANTOS (ESTACAO CONSELHEIRO NEBIAS-VLT),3
957,957,SAO VICENTE (JOQUEI CLUB) - SANTOS (CENTRO),3
958,958,SAO VICENTE (VILA MARGARIDA) - SANTOS (GONZAGA),3
959,959,SAO VICENTE (VILA MARGARIDA) - SANTOS (VILA MATIAS),3
961,961,SANTOS (CARUARA) - BERTIOGA (RIVIERA DE SAO LOURENCO),3
962,962,SAO VICENTE (NAUTICA III) - SANTOS (GONZAGA),3
963,963,SAO VICENTE (NAUTICA III) - SANTOS (VILA MATIAS),3
964,964,PRAIA GRANDE (TERMINAL RODOVIARIO E URBANO TUDE BASTOS) - SANTOS (CENTRO),3
965,965,PRAIA GRANDE (TERMINAL RODOVIARIO E URBANO TUDE BASTOS) - SANTOS (CENTRO),3
968,968,SAO VICENTE (PARQUE BITARU) - SANTOS (PONTA DA PRAIA),3
969,969,SAO VICENTE (PARQUE BITARU) - SANTOS (PONTA DA PRAIA),3
970,970,PRAIA GRANDE (TERMINAL RODOVIARIO E URBANO TATICO FRANCISCO GOMES DA SILVA) - CUBATAO (CENTRO),3
