ANO;MES;LINHA;ESTACAO;MEDIA;DETALHE_1;DETALHE_2
2024;MAIO;LINHA 5;MOE;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;MAIO;LINHA 5;SER;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;MAIO;LINHA 5;HSP;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;MAIO;LINHA 5;SCZ;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;MAIO;LINHA 5;CKB;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;JUNHO;LINHA 5;CPR;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;JUNHO;LINHA 5;CPL;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;JUNHO;LINHA 5;VBE;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;JUNHO;LINHA 5;GGR;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;JUNHO;LINHA 5;STA;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;JUNHO;LINHA 5;LTR;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;JUNHO;LINHA 5;APN;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;JUNHO;LINHA 5;ABV;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;JUNHO;LINHA 5;BGA;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;JUNHO;LINHA 5;BRK;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;JUNHO;LINHA 5;CPB;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;JUNHO;LINHA 5;ECT;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;JUNHO;LINHA 5;MOE;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;JUNHO;LINHA 5;SER;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;JUNHO;LINHA 5;HSP;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;JUNHO;LINHA 5;SCZ;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;JUNHO;LINHA 5;CKB;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;JULHO;LINHA 5;CPR;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;JULHO;LINHA 5;CPL;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;JULHO;LINHA 5;VBE;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;JULHO;LINHA 5;GGR;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;JULHO;LINHA 5;STA;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;JULHO;LINHA 5;LTR;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;JULHO;LINHA 5;APN;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;JULHO;LINHA 5;ABV;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;JULHO;LINHA 5;BGA;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;JULHO;LINHA 5;BRK;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;JULHO;LINHA 5;CPB;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;JULHO;LINHA 5;ECT;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;JULHO;LINHA 5;MOE;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;JULHO;LINHA 5;SER;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;JULHO;LINHA 5;HSP;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;JULHO;LINHA 5;SCZ;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;JULHO;LINHA 5;CKB;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;AGOSTO;LINHA 5;CPR;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;AGOSTO;LINHA 5;CPL;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;AGOSTO;LINHA 5;VBE;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;AGOSTO;LINHA 5;GGR;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;AGOSTO;LINHA 5;STA;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;AGOSTO;LINHA 5;LTR;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;AGOSTO;LINHA 5;APN;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;AGOSTO;LINHA 5;ABV;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;AGOSTO;LINHA 5;BGA;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;AGOSTO;LINHA 5;BRK;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;AGOSTO;LINHA 5;CPB;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;AGOSTO;LINHA 5;ECT;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;AGOSTO;LINHA 5;MOE;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;AGOSTO;LINHA 5;SER;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;AGOSTO;LINHA 5;HSP;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;AGOSTO;LINHA 5;SCZ;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;AGOSTO;LINHA 5;CKB;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;SETEMBRO;LINHA 5;CPR;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;SETEMBRO;LINHA 5;CPL;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;SETEMBRO;LINHA 5;VBE;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;SETEMBRO;LINHA 5;GGR;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;SETEMBRO;LINHA 5;STA;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;SETEMBRO;LINHA 5;LTR;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;SETEMBRO;LINHA 5;APN;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;SETEMBRO;LINHA 5;ABV;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;SETEMBRO;LINHA 5;BGA;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;SETEMBRO;LINHA 5;BRK;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;SETEMBRO;LINHA 5;CPB;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;SETEMBRO;LINHA 5;ECT;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;SETEMBRO;LINHA 5;MOE;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;SETEMBRO;LINHA 5;SER;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;SETEMBRO;LINHA 5;HSP;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;SETEMBRO;LINHA 5;SCZ;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;SETEMBRO;LINHA 5;CKB;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;OUTUBRO;LINHA 5;CPR;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;OUTUBRO;LINHA 5;CPL;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;OUTUBRO;LINHA 5;VBE;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;OUTUBRO;LINHA 5;GGR;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;OUTUBRO;LINHA 5;STA;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;OUTUBRO;LINHA 5;LTR;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;OUTUBRO;LINHA 5;APN;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;OUTUBRO;LINHA 5;ABV;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;OUTUBRO;LINHA 5;BGA;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;OUTUBRO;LINHA 5;BRK;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;OUTUBRO;LINHA 5;CPB;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;OUTUBRO;LINHA 5;ECT;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;OUTUBRO;LINHA 5;MOE;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;OUTUBRO;LINHA 5;SER;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;OUTUBRO;LINHA 5;HSP;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;OUTUBRO;LINHA 5;SCZ;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;OUTUBRO;LINHA 5;CKB;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;NOVEMBRO;LINHA 5;CPR;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;NOVEMBRO;LINHA 5;CPL;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;NOVEMBRO;LINHA 5;VBE;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;NOVEMBRO;LINHA 5;GGR;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;NOVEMBRO;LINHA 5;STA;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;NOVEMBRO;LINHA 5;LTR;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;NOVEMBRO;LINHA 5;APN;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;NOVEMBRO;LINHA 5;ABV;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;NOVEMBRO;LINHA 5;BGA;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;NOVEMBRO;LINHA 5;BRK;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;NOVEMBRO;LINHA 5;CPB;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;NOVEMBRO;LINHA 5;ECT;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;NOVEMBRO;LINHA 5;MOE;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;NOVEMBRO;LINHA 5;SER;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;NOVEMBRO;LINHA 5;HSP;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;NOVEMBRO;LINHA 5;SCZ;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;NOVEMBRO;LINHA 5;CKB;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;DEZEMBRO;LINHA 5;CPR;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;DEZEMBRO;LINHA 5;CPL;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;DEZEMBRO;LINHA 5;VBE;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;DEZEMBRO;LINHA 5;GGR;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;DEZEMBRO;LINHA 5;STA;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;DEZEMBRO;LINHA 5;LTR;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;DEZEMBRO;LINHA 5;APN;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;DEZEMBRO;LINHA 5;ABV;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;DEZEMBRO;LINHA 5;BGA;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;DEZEMBRO;LINHA 5;BRK;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;DEZEMBRO;LINHA 5;CPB;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;DEZEMBRO;LINHA 5;ECT;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;DEZEMBRO;LINHA 5;MOE;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;DEZEMBRO;LINHA 5;SER;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;DEZEMBRO;LINHA 5;HSP;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;DEZEMBRO;LINHA 5;SCZ;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2024;DEZEMBRO;LINHA 5;CKB;0;A partir de 04/08/18, a Linha 5 - Lilás passou a ser operada em regime de concessão pela Via Mobilidade.;Sem Observação
2017;JANEIRO;LINHA 15;VPM;9;Corresponde à soma dos usuários que embarcaram na Linha 15-Prata com as transferências da Linha 2-Verde;Sem Observação
2017;JANEIRO;LINHA 15;ORT;6;Sem Observação;Sem Observação
2017;JANEIRO;LINHA 15;SLU;0;Estação em obras.;Sem Observação
2017;JANEIRO;LINHA 15;CAD;0;Sem Observação;Sem Observação
2017;JANEIRO;LINHA 15;VTL;0;Sem Observação;Sem Observação
2017;JANEIRO;LINHA 15;VUN;0;Sem Observação;Sem Observação
2017;JANEIRO;LINHA 15;JPL;0;Sem Observação;Sem Observação
2017;JANEIRO;LINHA 15;SAP;0;Sem Observação;Sem Observação
2017;JANEIRO;LINHA 15;FJT;0;Sem Observação;Sem Observação
2017;JANEIRO;LINHA 15;MAT;0;Sem Observação;Sem Observação
2017;JANEIRO;LINHA 15;IGT;0;Estação em obras.;Sem Observação
2017;FEVEREIRO;LINHA 15;VPM;10;Corresponde à soma dos usuários que embarcaram na Linha 15-Prata com as transferências da Linha 2-Verde;Sem Observação
2017;FEVEREIRO;LINHA 15;ORT;8;Sem Observação;Sem Observação
2017;FEVEREIRO;LINHA 15;SLU;0;Estação em obras.;Sem Observação
2017;FEVEREIRO;LINHA 15;CAD;0;Estação em obras.;Sem Observação
2017;FEVEREIRO;LINHA 15;VTL;0;Estação em obras.;Sem Observação
2017;FEVEREIRO;LINHA 15;VUN;0;Estação em obras.;Sem Observação
2017;FEVEREIRO;LINHA 15;JPL;0;Estação em obras.;Sem Observação
2017;FEVEREIRO;LINHA 15;SAP;0;Estação em obras.;Sem Observação
2017;FEVEREIRO;LINHA 15;FJT;0;Estação em obras.;Sem Observação
2017;FEVEREIRO;LINHA 15;MAT;0;Estação em obras.;Sem Observação
2017;FEVEREIRO;LINHA 15;IGT;0;Estação em obras.;Sem Observação
2017;MARÇO;LINHA 15;VPM;10;Corresponde à soma dos usuários que embarcaram na Linha 15-Prata com as transferências da Linha 2-Verde;Sem Observação
2017;MARÇO;LINHA 15;ORT;7;Sem Observação;Sem Observação
2017;MARÇO;LINHA 15;SLU;0;Estação em obras.;Sem Observação
2017;MARÇO;LINHA 15;CAD;0;Estação em obras.;Sem Observação
2017;MARÇO;LINHA 15;VTL;0;Estação em obras.;Sem Observação
2017;MARÇO;LINHA 15;VUN;0;Estação em obras.;Sem Observação
2017;MARÇO;LINHA 15;JPL;0;Estação em obras.;Sem Observação
2017;MARÇO;LINHA 15;SAP;0;Estação em obras.;Sem Observação
2017;MARÇO;LINHA 15;FJT;0;Estação em obras.;Sem Observação
2017;MARÇO;LINHA 15;MAT;0;Estação em obras.;Sem Observação
2017;MARÇO;LINHA 15;IGT;0;Estação em obras.;Sem Observação
2017;ABRIL;LINHA 15;VPM;10;Corresponde à soma dos usuários que embarcaram na Linha 15-Prata com as transferências da Linha 2-Verde;Sem Observação
2017;ABRIL;LINHA 15;ORT;7;Sem Observação;Sem Observação
2017;ABRIL;LINHA 15;SLU;0;Estação em obras.;Sem Observação
2017;ABRIL;LINHA 15;CAD;0;Estação em obras.;Sem Observação
2017;ABRIL;LINHA 15;VTL;0;Estação em obras.;Sem Observação
2017;ABRIL;LINHA 15;VUN;0;Estação em obras.;Sem Observação
2017;ABRIL;LINHA 15;JPL;0;Estação em obras.;Sem Observação
2017;ABRIL;LINHA 15;SAP;0;Estação em obras.;Sem Observação
2017;ABRIL;LINHA 15;FJT;0;Estação em obras.;Sem Observação
2017;ABRIL;LINHA 15;MAT;0;Estação em obras.;Sem Observação
2017;ABRIL;LINHA 15;IGT;0;Estação em obras.;Sem Observação
2017;MAIO;LINHA 15;VPM;10;Corresponde à soma dos usuários que embarcaram na Linha 15-Prata com as transferências da Linha 2-Verde;Sem Observação
2017;MAIO;LINHA 15;ORT;7;Sem Observação;Sem Observação
2017;MAIO;LINHA 15;SLU;0;Estação em obras.;Sem Observação
2017;MAIO;LINHA 15;CAD;0;Estação em obras.;Sem Observação
2017;MAIO;LINHA 15;VTL;0;Estação em obras.;Sem Observação
2017;MAIO;LINHA 15;VUN;0;Estação em obras.;Sem Observação
2017;MAIO;LINHA 15;JPL;0;Estação em obras.;Sem Observação
2017;MAIO;LINHA 15;SAP;0;Estação em obras.;Sem Observação
2017;MAIO;LINHA 15;FJT;0;Estação em obras.;Sem Observação
2017;MAIO;LINHA 15;MAT;0;Estação em obras.;Sem Observação
2017;MAIO;LINHA 15;IGT;0;Estação em obras.;Sem Observação
2017;JUNHO;LINHA 15;VPM;10;Corresponde à soma dos usuários que embarcaram na Linha 15-Prata com as transferências da Linha 2-Verde;Sem Observação
2017;JUNHO;LINHA 15;ORT;9;Sem Observação;Sem Observação
2017;JUNHO;LINHA 15;SLU;0;Estação em obras.;Sem Observação
2017;JUNHO;LINHA 15;CAD;0;Estação em obras.;Sem Observação
2017;JUNHO;LINHA 15;VTL;0;Estação em obras.;Sem Observação
2017;JUNHO;LINHA 15;VUN;0;Estação em obras.;Sem Observação
2017;JUNHO;LINHA 15;JPL;0;Estação em obras.;Sem Observação
2017;JUNHO;LINHA 15;SAP;0;Estação em obras.;Sem Observação
2017;JUNHO;LINHA 15;FJT;0;Estação em obras.;Sem Observação
2017;JUNHO;LINHA 15;MAT;0;Estação em obras.;Sem Observação
2017;JUNHO;LINHA 15;IGT;0;Estação em obras.;Sem Observação
2017;JULHO;LINHA 15;VPM;9;Corresponde à soma dos usuários que embarcaram na Linha 15-Prata com as transferências da Linha 2-Verde;Sem Observação
2017;JULHO;LINHA 15;ORT;8;Sem Observação;Sem Observação
2017;JULHO;LINHA 15;SLU;0;Estação em obras.;Sem Observação
2017;JULHO;LINHA 15;CAD;0;Estação em obras.;Sem Observação
2017;JULHO;LINHA 15;VTL;0;Estação em obras.;Sem Observação
2017;JULHO;LINHA 15;VUN;0;Estação em obras.;Sem Observação
2017;JULHO;LINHA 15;JPL;0;Estação em obras.;Sem Observação
2017;JULHO;LINHA 15;SAP;0;Estação em obras.;Sem Observação
2017;JULHO;LINHA 15;FJT;0;Estação em obras.;Sem Observação
2017;JULHO;LINHA 15;MAT;0;Estação em obras.;Sem Observação
2017;JULHO;LINHA 15;IGT;0;Estação em obras.;Sem Observação
2017;AGOSTO;LINHA 15;VPM;10;Corresponde à soma dos usuários que embarcaram na Linha 15-Prata com as transferências da Linha 2-Verde;Sem Observação
2017;AGOSTO;LINHA 15;ORT;9;Sem Observação;Sem Observação
2017;AGOSTO;LINHA 15;SLU;0;Estação em obras.;Sem Observação
2017;AGOSTO;LINHA 15;CAD;0;Estação em obras.;Sem Observação
2017;AGOSTO;LINHA 15;VTL;0;Estação em obras.;Sem Observação
2017;AGOSTO;LINHA 15;VUN;0;Estação em obras.;Sem Observação
2017;AGOSTO;LINHA 15;JPL;0;Estação em obras.;Sem Observação
2017;AGOSTO;LINHA 15;SAP;0;Estação em obras.;Sem Observação
2017;AGOSTO;LINHA 15;FJT;0;Estação em obras.;Sem Observação
2017;AGOSTO;LINHA 15;MAT;0;Estação em obras.;Sem Observação
2017;AGOSTO;LINHA 15;IGT;0;Estação em obras.;Sem Observação
2017;SETEMBRO;LINHA 15;VPM;11;Corresponde à soma dos usuários que embarcaram na Linha 15-Prata com as transferências da Linha 2-Verde;Sem Observação
2017;SETEMBRO;LINHA 15;ORT;9;Sem Observação;Sem Observação
2017;SETEMBRO;LINHA 15;SLU;0;Estação em obras.;Sem Observação
2017;SETEMBRO;LINHA 15;CAD;0;Estação em obras.;Sem Observação
2017;SETEMBRO;LINHA 15;VTL;0;Estação em obras.;Sem Observação
2017;SETEMBRO;LINHA 15;VUN;0;Estação em obras.;Sem Observação
2017;SETEMBRO;LINHA 15;JPL;0;Estação em obras.;Sem Observação
2017;SETEMBRO;LINHA 15;SAP;0;Estação em obras.;Sem Observação
2017;SETEMBRO;LINHA 15;FJT;0;Estação em obras.;Sem Observação
2017;SETEMBRO;LINHA 15;MAT;0;Estação em obras.;Sem Observação
2017;SETEMBRO;LINHA 15;IGT;0;Estação em obras.;Sem Observação
2017;OUTUBRO;LINHA 15;VPM;11;Corresponde à soma dos usuários que embarcaram na Linha 15-Prata com as transferências da Linha 2-Verde;Sem Observação
